nbfc_id,nbfc_name,layer,region,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,nnpa_pct,crar_pct,roa_pct
NBFC057,BaseFin 57 Ltd,BASE LAYER,North,FY23Q2,30/09/2022,  Retail (Housing) ,1364.85,2.496,0.899,28.65,2.667
NBFC021,MiddleFin 21 Ltd,Middle  Layer,South,FY24Q4,2024-03-31,Retail (Gold),13068.6,0.74,0.2,24.45,3.535
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY25Q2,30/09/2024,  Retail (Housing) ,25412.53,1.714,0.411,25.99,2.471
NBFC020,MiddleFin 20 Ltd,Middle  Layer,West,FY23Q4,31-03-2023,Infrastructure,17908.71,3.214,1.061,28.48,2.609
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY25Q2,2024-09-30,Microfinance,"23,755.28",6.336,1.521,23.48,2.851
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY25Q4,2025-03-31,Retail (Personal/Unsecured),"14,882.74",4.741,0.996,23.38,2.758
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY24Q4,31-03-2024,Wholesale/Corporate,11716.03,2.634,0.711,28.25,3.477
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY21Q4,2021-03-31,Retail (Vehicle),17866.81,5.799,2.61,null,0.966
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY25Q4,31/03/2025,Infrastructure,421.60,2.567%,0.539,25.09,3.137
  NBFC060 ,BaseFin 60 Ltd,Base Layer,West,FY23Q2,2022-09-30,Retail (Housing),"1,130.16",2.508,0.903,26.82,1.962
NBFC021,MiddleFin 21 Ltd,Middle  Layer,South,FY23Q2,30-09-2022,Infrastructure,7965.62,3.929,1.414,27.96,2.178
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY22Q4,2022-03-31,Microfinance,5008.03,11.402,4.447,26.86,1.269
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY22Q2,30-09-2021,Retail (Vehicle),"29,209.15",5.899,2.478,26.36,1.928
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY22Q4,2022-03-31,Retail (Personal/Unsecured),1401.32,8.676,3.384,N/A,1.4
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY25Q2,2024-09-30,Retail (Personal/Unsecured),"14,449.84",5.468,1.312,28.88,3.343
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY24Q4,2024-03-31,Infrastructure,201.24,2.059,0.556,28.05,NA
NBFC041,BaseFin 41 Ltd,base layer,South,FY24Q2,2023-09-30,Infrastructure,234.34,2.952,0.886,25.92,2.562
NBFC023,MiddleFin 23 Ltd,ML,East,FY23Q4,31-03-2023,Retail (Vehicle),"26,762.50",3.849,1.27,N/A,2.551
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY21Q4,31-03-2021,Retail (Housing),15633.46,3.201,1.44,24.0,1.726
NBFC008,UpperFin 08 Ltd,upper layer,East,FY24Q4,31-03-2024,MSME,21345.0,2.955,0.798,N/A,2.93
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY21Q4,31/03/2021,Retail (Housing),24091.75,3.137,1.412,26.06,2.006
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY25Q4,2025-03-31,Microfinance,"8,089.08",5.895,1.238,28.15,3.149
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY23Q2,30-09-2022,Infrastructure,"12,496.50",4.145,1.492,24.82,1.911
NBFC006,UpperFin 06 Ltd,UPPER LAYER,South,FY24Q2,30/09/2023,Retail (Gold),"9,955.93",1.186,0.356,25.85,2.774
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY22Q4,31/03/2022,Retail (Personal/Unsecured),9792.82,-,3.37,27.33,1.77
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY25Q2,30/09/2024,  Retail (Personal/Unsecured) ,18657.58,5.259,,28.51,2.513
NBFC006,UpperFin 06 Ltd,upper layer,South,FY23Q4,2023-03-31,Wholesale/Corporate,18260.79,3.906,1.289,25.11,2.553
NBFC041,BaseFin 41 Ltd,BASE LAYER,South,FY24Q4,31-03-2024,Infrastructure,261.15,2.055,0.555,25.04,3.192
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY23Q4,31/03/2023,Microfinance,3839.34,7.049,2.326,28.46,3.415
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY24Q2,30-09-2023,housing,21266.1,1.829,0.549,30.45,2.66
NBFC025,MiddleFin 25 Ltd,ML,West,FY23Q2,30/09/2022,Retail (Housing),10439.26,2.597,0.935,25.38,2.342
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY24Q4,2024-03-31,Microfinance,3736.21,4.413,null,23.82,3.438
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY23Q4,31/03/2023,housing,13896.41,2.022,null,28.81,3.287
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY25Q4,31/03/2025,Retail (Personal/Unsecured),14648.36,999,1.0,24.17,2.596
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY22Q2,30-09-2021,MSME,10843.42,7.314,null,28.93,1.766
NBFC033,MiddleFin 33 Ltd,Middle  Layer,East,FY24Q4,31-03-2024,Retail (Housing),13090.57,,0.337,24.24,3.29
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q4,31/03/2023,Retail (Personal/Unsecured),15479.46,6.046,1.995,29.15,2.39
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY23Q2,30/09/2022,Retail (Vehicle),31562.93,4.703,1.693,29.96,1.896
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY22Q2,30-09-2021,Retail (Vehicle),19822.16,5.947,2.498,28.87,1.566
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q2,30/09/2024,Retail (Vehicle),2649.23,3.049,0.732,27.86,2.689
  NBFC022 ,MiddleFin 22 Ltd,Middle Layer,North,FY24Q2,30-09-2023,Microfinance,"12,988.18",7.021,2.106,29.52,2.889
NBFC017,MiddleFin 17 Ltd,Middle  Layer,North,FY25Q4,2025-03-31,Wholesale/Corporate,31063.19,3.042,0.639,25.54%,3.147
NBFC016,MiddleFin 16 Ltd,Middle Layer,South,FY23Q2,30/09/2022,MSME,23463.32,5.649%,2.034,NA,2.018
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY25Q2,2024-09-30,Wholesale/Corporate,25963.18,3.29,0.79,26.13,2.404
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY22Q4,2022-03-31,Retail (Vehicle),991.51,5.564,2.17,24.06,2.077
  NBFC054 ,BaseFin 54 Ltd,Base Layer,Central,FY24Q4,2024-03-31,Retail (Personal/Unsecured),"2,717.88",3.939,1.064,27.0,2.738
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY23Q4,2023-03-31,Wholesale/Corporate,10754.37,4.004,1.321,28.97,2.427
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY25Q2,2024-09-30,Retail (Vehicle),1505.08,999,0.767,23.73,2.414
NBFC010,UpperFin 10 Ltd,UPPER LAYER,West,FY23Q2,2022-09-30,Infrastructure,13899.91,4.235,1.525,29.5,2.393
NBFC024,MiddleFin 24 Ltd,Middle  Layer,Central,FY24Q4,2024-03-31,  Retail (Vehicle) ,15900.4,2.263,0.611,24.66,3.651
NBFC046,BaseFin 46 Ltd,BL,South,FY23Q4,31-03-2023,Wholesale/Corporate,1042.98,4.102,1.354,28.58,3.263
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY25Q4,31-03-2025,Retail (Gold),7348.4,0.98,0.206,null,2.25
  NBFC028 ,MiddleFin 28 Ltd,Middle Layer,East,FY21Q4,31/03/2021,MSME,26205.86,7.227,3.252,24.9,2.09
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q4,31/03/2024,Retail (Vehicle),3287.28,2.377,0.642,25.99,2.961
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY21Q4,31-03-2021,Retail (Housing),18271.17,3.002,1.351,26.1,0.986
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY23Q2,30-09-2022,MSME,22586.27,6.114,2.201,30.24%,2.216
  NBFC020 ,MiddleFin 20 Ltd,Middle Layer,West,FY25Q4,31-03-2025,Infrastructure,"24,741.87",2.569,0.539,28.24,2.68
NBFC015,UpperFin 15 Ltd,  Upper Layer ,West,FY24Q2,30/09/2023,msme,14562.54,4.403,1.321,27.67%,3.221
NBFC054,BaseFin 54 Ltd,  Base Layer ,Central,FY25Q4,2025-03-31,msme,2403.31,3.43%,0.72,23.96,3.095
NBFC060,BaseFin 60 Ltd,BL,West,FY23Q4,31-03-2023,Retail (Housing),1220.66,1.972,0.651,25.38,2.938
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY23Q2,2022-09-30,Retail (Vehicle),1392.8,4.871,1.754,26.55,2.02
NBFC051,BaseFin 51 Ltd,BL,South,FY22Q4,2022-03-31,Retail (Vehicle),1443.72,5.385,2.1,29.15,2.211
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY24Q4,2024-03-31,Retail (Vehicle),2113.91,2.358,NA,25.28,3.597
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY23Q4,31-03-2023,Microfinance,2411.28,7.7,2.541,29.19%,3.003
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY25Q4,31/03/2025,Retail (Housing),2084.28,1.496,0.314,23.86,2.426
NBFC032,MiddleFin 32 Ltd,middle layer,North,FY25Q4,31/03/2025,MSME,24842.73,3.395,0.713,27.93,3.28
NBFC007,UpperFin 07 Ltd,UPPER LAYER,North,FY23Q2,2022-09-30,MFI,2073.09,9.392,3.381,29.13,2.102
NBFC045,BaseFin 45 Ltd,base layer,West,FY25Q2,30-09-2024,  Infrastructure ,414.29,2.78,0.667,26.85,2.961
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY25Q2,30-09-2024,Microfinance,3784.61,6.265,1.504,23.58,2.872
NBFC012,UpperFin 12 Ltd,Upper Layer,North,FY23Q4,31-03-2023,Retail (Housing),18972.85,1.881,0.621,28.4,2.592
  NBFC026 ,MiddleFin 26 Ltd,  Middle Layer ,South,FY21Q4,31-03-2021,  MSME ,18767.04,7.015,3.157,27.14,
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY22Q4,2022-03-31,Retail (Personal/Unsecured),12291.14,9.139,3.564,26.79,1.661
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY21Q4,2021-03-31,Retail (Personal/Unsecured),2673.64,10.2,4.59,26.92,1.365
  NBFC021 ,MiddleFin 21 Ltd,Middle Layer,South,FY25Q2,2024-09-30,Wholesale/Corporate,13963.17,3.424,0.822,26.68%,3.219
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY25Q2,30-09-2024,Wholesale/Corporate,24117.72,3.507,0.842,24.08,3.322
NBFC011,UpperFin 11 Ltd,upper layer,South,FY22Q4,31-03-2022,Infrastructure,10653.44,4.482,1.748,27.05%,2.278
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY22Q2,30-09-2021,MSME,18871.32,7.223,3.034,23.92,1.887
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY25Q4,31/03/2025,Retail (Personal/Unsecured),20800.85,4.703,-,25.11,3.33
NBFC037,MiddleFin 37 Ltd,Middle  Layer,North,FY25Q4,31-03-2025,M.S.M.E,28897.96,3.546%,0.745,26.09,3.275
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY25Q4,2025-03-31,MSME,13864.82,3.473,0.729,25.98,3.294
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY25Q2,2024-09-30,MFI,12548.09,6.481,1.555,23.65,3.55
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY22Q4,2022-03-31,gold,14521.39,1.848,0.721,24.65,2.034
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY22Q4,31/03/2022,Retail (Housing),1051.92,2.828,1.103,26.92,1.155
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY23Q2,30/09/2022,Retail (Personal/Unsecured),3449.79,7.531,2.711,29.04,1.815
  NBFC043 ,BaseFin 43 Ltd,BL,East,FY24Q4,2024-03-31,MSME,2404.83,2.856,0.771,25.81%,3.788
NBFC042,BaseFin 42 Ltd,base layer,North,FY25Q2,30-09-2024,MFI,"5,017.58",6.1,1.464,23.14,2.856
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY21Q4,31/03/2021,Retail (Vehicle),21728.64,6.177,2.78,27.84,1.467
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY24Q2,30/09/2023,Retail (Gold),7281.27,1.231,0.369,28.29,3.603
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY25Q4,31/03/2025,MSME,49483.74,3.568,0.749,28.69,2.264
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY23Q4,31-03-2023,MSME,"16,853.32",4.392,1.449,30.17,2.877
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY24Q2,2023-09-30,Wholesale/Corporate,1233.79,3.763,1.129,29.37,N/A
NBFC006,UpperFin 06 Ltd,UPPER LAYER,South,FY23Q2,2022-09-30,  Infrastructure ,19724.74,3.994,1.438,30.07,1.89
NBFC030,MiddleFin 30 Ltd,Middle  Layer,West,FY23Q2,30/09/2022,Microfinance,16939.7,9.203%,3.313,29.64,1.745
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY22Q4,31/03/2022,Retail (Vehicle),"23,234.23",-,2.129,999,1.86
NBFC055,BaseFin 55 Ltd,BASE LAYER,West,FY23Q4,31-03-2023,housing,921.7,1.995,0.658,28.79,2.8
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY22Q2,30-09-2021,  Retail (Vehicle) ,21729.41,5.959,2.503,27.9,1.615
  NBFC017 ,MiddleFin 17 Ltd,Middle Layer,North,FY23Q2,30/09/2022,Retail (Personal/Unsecured),29144.1,7.497,2.699,26.44,1.655
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY23Q2,30/09/2022,Retail (Housing),9816.7,2.581,0.929,24.99,2.696
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY22Q4,31-03-2022,Retail (Personal/Unsecured),"1,895.39",9.366,3.653,27.46%,2.015
NBFC050,BaseFin 50 Ltd,BASE LAYER,West,FY21Q4,31/03/2021,Wholesale/Corporate,885.41,6.399,2.88,22.98%,1.119
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY24Q2,30/09/2023,  Infrastructure ,198.5,2.893,0.868,30.6,3.126
NBFC013,UpperFin 13 Ltd,  Upper Layer ,East,FY24Q4,2024-03-31,Microfinance,4065.08,4.58,1.237,29.26,3.553
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY22Q2,2021-09-30,Retail (Gold),15779.65,2.085,0.876,25.37,2.071
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY25Q4,2025-03-31,Retail (Vehicle),21750.2,2.949,0.619,28.08,2.804
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY22Q2,30-09-2021,Microfinance,"2,609.37",11.958%,5.022,24.47,1.719
NBFC039,MiddleFin 39 Ltd,Middle  Layer,Central,FY25Q4,2025-03-31,Wholesale/Corporate,27626.55,3.218,0.676,27.68,3.195
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY24Q2,30/09/2023,Retail (Vehicle),2153.6,3.546,1.064,27.03,3.409
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY24Q2,30-09-2023,Wholesale/Corporate,595.49,3.975%,1.192,29.93,3.264
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY23Q4,31-03-2023,Retail (Gold),2170.15,1.196,0.395,27.7%,2.375
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY25Q4,2025-03-31,Microfinance,5926.08,6.021,1.264,25.32,3.008
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY22Q2,30/09/2021,Retail (Personal/Unsecured),2061.76,10.062,4.226,27.59,1.894
NBFC014,UpperFin 14 Ltd,UL,Central,FY24Q2,30/09/2023,Retail (Personal/Unsecured),11417.0,5.932,1.78,24.71,3.414
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY22Q2,2021-09-30,Infrastructure,195.78,5.126,2.153,28.37,2.005
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY23Q4,31-03-2023,Infrastructure,6542.35,3.124%,1.031,28.25,2.697
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY22Q2,2021-09-30,Wholesale/Corporate,10843.42,null,2.659,27.42,1.316
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q2,30/09/2024,MSME,31135.12,3.902%,0.936,26.19,NA
  NBFC060 ,BaseFin 60 Ltd,Base Layer,West,FY25Q4,2025-03-31,Retail (Vehicle),2951.22,2.777,0.583,23.68,2.878
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY21Q4,2021-03-31,Retail (Housing),757.09,3.154,1.419,24.51,1.05
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY25Q2,30/09/2024,Infrastructure,8365.39,2.664,0.639,26.63,2.909
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY22Q4,31/03/2022,MSME,30635.88,7.017,2.737,28.36,1.782
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY22Q2,2021-09-30,Infrastructure,229.08,5.079,2.133,25.24,2.168
NBFC039,MiddleFin 39 Ltd,ML,Central,FY22Q2,30/09/2021,Infrastructure,12988.82,5.416,2.275,28.1,1.181
NBFC060,BaseFin 60 Ltd,BL,West,FY24Q4,31-03-2024,Retail (Gold),3337.5,0.748,0.202,28.76,3.403
NBFC043,BaseFin 43 Ltd,Base Layer,East,FY23Q4,31/03/2023,micro finance,2827.11,7.092%,2.34,29.64,2.543
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY25Q2,30/09/2024,Retail (Personal/Unsecured),19005.1,5.413,1.299,25.87,2.421
NBFC042,BaseFin 42 Ltd,base layer,North,FY25Q4,31/03/2025,Wholesale/Corporate,1601.71,3.23,0.678,23.19,3.106
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY24Q2,30-09-2023,Retail (Vehicle),2346.8,3.556,1.067,30.31,2.76
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY22Q2,30/09/2021,Retail (Gold),2229.97,1.938,0.814,27.13,1.389
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY25Q2,2024-09-30,Infrastructure,23252.18,2.748,0.66,27.38,2.56
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY22Q2,2021-09-30,Retail (Gold),8059.27,2.076,,23.9,1.726
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY22Q2,30/09/2021,msme,14599.98,7.556,3.174,23.61%,1.379
NBFC057,BaseFin 57 Ltd,base layer,North,FY21Q4,31/03/2021,Infrastructure,283.3,250,2.354,22.48,1.12
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY21Q4,2021-03-31,Retail (Personal/Unsecured),2016.65,9.436%,4.246,26.36,1.276
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY24Q2,30-09-2023,Microfinance,19007.91,6.695,2.008,26.62,2.731
NBFC047,BaseFin 47 Ltd,BASE LAYER,North,FY24Q4,31-03-2024,  Retail (Vehicle) ,1408.66,2.424,0.654,,3.419
  NBFC030 ,MiddleFin 30 Ltd,ML,West,FY25Q4,31/03/2025,M.S.M.E,33702.94,3.71,0.779,27.92,2.426
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY22Q2,30/09/2021,microfinance,2477.74,N/A,5.112,26.89,1.243
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY24Q2,30-09-2023,MSME,"2,153.60",4.512,1.354,26.93,2.936
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY21Q4,31-03-2021,Retail (Personal/Unsecured),10682.4,10.075,,27.0,1.309
NBFC004,UpperFin 04 Ltd,UL,Central,FY23Q4,2023-03-31,Retail (Vehicle),16068.86,3.726,1.23,25.46%,3.056
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY23Q4,31-03-2023,Wholesale/Corporate,957.26,4.102,1.354,27.13,3.072
NBFC023,MiddleFin 23 Ltd,ML,East,FY22Q2,30-09-2021,Retail (Personal/Unsecured),19013.23,10.119,4.25,28.43,1.864
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY24Q2,30/09/2023,Infrastructure,12265.21,2.971,0.891,28.81,2.795
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY24Q2,30/09/2023,Retail (Vehicle),39227.44,3.536,1.061,30.43,2.783
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY23Q4,2023-03-31,Retail (Vehicle),24413.48,3.652,1.205,27.33,3.271
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY22Q4,31/03/2022,Infrastructure,"15,385.22",4.602,1.795,29.52,1.885
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY23Q4,31/03/2023,MSME,"12,885.96",4.643,1.532,25.71,3.243
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY25Q4,31-03-2025,  Retail (Vehicle) ,39051.23,2.741,0.576,27.18,2.293
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY23Q4,31/03/2023,Retail (Personal/Unsecured),10602.81,6.239,2.059,26.53,2.923
  NBFC021 ,MiddleFin 21 Ltd,Middle Layer,South,FY22Q2,2021-09-30,Retail (Gold),8731.84,2.03,0.853,28.96,2.13
NBFC022,MiddleFin 22 Ltd,  Middle Layer ,North,FY21Q4,2021-03-31,Retail (Vehicle),12208.45,6.105,2.747,22.62,1.489
NBFC010,UpperFin 10 Ltd,UL,West,FY23Q2,2022-09-30,MSME,11914.21,5.828,2.098,28.13,1.517
NBFC046,BaseFin 46 Ltd,BASE LAYER,South,FY23Q2,30/09/2022,Retail (Vehicle),"2,253.18",4.506,1.622,29.85,1.59
NBFC038,MiddleFin 38 Ltd,ML,East,FY22Q4,31-03-2022,Wholesale/Corporate,6477.82,6.002,2.341,23.79,1.552
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY25Q2,30/09/2024,Retail (Gold),-100,N/A,0.248,26.25,2.819
NBFC060,BaseFin 60 Ltd,BL,West,FY23Q2,30/09/2022,MSME,1977.78,5.724,2.061,25.86%,2.642
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY21Q4,31/03/2021,Retail (Vehicle),22042.72,6.062,2.728,24.1,1.325
NBFC032,MiddleFin 32 Ltd,middle layer,North,FY22Q4,2022-03-31,Wholesale/Corporate,9612.74,5.957%,2.323,24.2,2.139
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY24Q2,30-09-2023,Microfinance,6267.7,6.763,2.029,24.87%,2.811
NBFC020,MiddleFin 20 Ltd,Middle Layer,West,FY22Q4,31/03/2022,Infrastructure,"15,317.94",4.668,1.821,27.13,
NBFC041,BaseFin 41 Ltd,BL,South,FY25Q4,31/03/2025,Retail (Gold),2672.12,0.92,0.193,23.56,2.404
NBFC060,BaseFin 60 Ltd,Base Layer,West,FY25Q4,31-03-2025,Wholesale/Corporate,"1,264.81",3.047,0.64,24.33,3.215
NBFC014,UpperFin 14 Ltd,Upper Layer,Central,FY22Q4,31/03/2022,Retail (Gold),"5,373.37",1.886,0.736,25.8,1.915
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY23Q4,2023-03-31,Retail (Vehicle),"13,084.70",3.57,1.178,26.1,3.036
NBFC037,MiddleFin 37 Ltd,Middle  Layer,North,FY24Q4,31/03/2024,Wholesale/Corporate,15886.31,2.579,0.696,27.24,3.125
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY25Q2,30-09-2024,Retail (Gold),2903.93,1.017,0.244,23.42,3.532
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY25Q4,31/03/2025,housing,20134.74,1.522,0.32,27.41,3.325
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q4,31/03/2025,Infrastructure,16564.93,2.516,0.528,24.6,3.247
NBFC060,BaseFin 60 Ltd,BASE LAYER,West,FY23Q2,30-09-2022,Retail (Vehicle),"1,977.78",4.907,1.767,30.36,2.591
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY21Q4,31/03/2021,Infrastructure,9540.41,4.831,2.174,N/A,1.083
NBFC039,MiddleFin 39 Ltd,ML,Central,FY21Q4,31-03-2021,Retail (Gold),15371.79,1.951,0.878,24.58%,1.544
NBFC001,UpperFin 01 Ltd,upper layer,South,FY21Q4,31/03/2021,Infrastructure,13414.55,5.019,2.259,23.76,1.706
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY24Q4,2024-03-31,  Retail (Vehicle) ,34845.23,2.375%,-,28.84%,3.445
NBFC054,BaseFin 54 Ltd,BL,Central,FY24Q2,30/09/2023,Infrastructure,270.98,2.953,0.886,24.81,3.327
NBFC008,UpperFin 08 Ltd,upper layer,East,FY24Q2,2023-09-30,Retail (Vehicle),31922.21,3.498,1.049,30.54%,3.107
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY24Q2,30-09-2023,MSME,1896.86,4.536%,1.361,27.81,3.099
NBFC038,MiddleFin 38 Ltd,Middle  Layer,East,FY22Q2,2021-09-30,MSME,"9,838.61",7.401,3.108,28.19,1.228
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY22Q4,31/03/2022,Infrastructure,11617.11,4.863,1.897,26.16%,1.51
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY22Q2,30-09-2021,Infrastructure,6362.99,5.088,2.137,24.11,2.089
NBFC013,UpperFin 13 Ltd,Upper Layer,East,FY22Q2,2021-09-30,Wholesale/Corporate,8148.3,6.769,2.843,27.15,1.459
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY25Q4,31/03/2025,  Retail (Housing) ,15577.34,1.451,0.305,24.41,3.326
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY25Q2,2024-09-30,Microfinance,12741.61,6.58,1.579,27.28,2.75
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY25Q4,31-03-2025,Retail (Vehicle),3362.17,2.819,0.592,23.54,3.082
NBFC022,MiddleFin 22 Ltd,Middle  Layer,North,FY25Q4,31-03-2025,Retail (Housing),19198.66,1.517,0.319,28.28,3.136
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY24Q2,30/09/2023,MSME,1840.51,4.381,1.314,28.37,3.672
NBFC054,BaseFin 54 Ltd,BL,Central,FY25Q2,2024-09-30,MSME,2258.61,4.072,0.977,23.86,2.533
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY25Q2,30-09-2024,  Wholesale/Corporate ,13811.91,3.4,0.816,25.26,3.592
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY25Q2,2024-09-30,MSME,3159.73,3.962,0.951,28.56,2.584
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY24Q2,30/09/2023,MSME,1879.36,4.498,1.349,N/A,2.992
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY21Q4,2021-03-31,Microfinance,9076.58,11.481%,5.166,26.86,1.725
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY23Q4,31-03-2023,M.S.M.E,28674.72,4.598,1.517,25.75,2.858
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY24Q2,30-09-2023,Infrastructure,"23,630.66",3.019,0.906,29.13,2.787
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY24Q2,2023-09-30,Microfinance,"14,072.08",7.048,2.114,27.63,3.239
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY25Q4,2025-03-31,Microfinance,29711.78,5.594%,1.175,28.51,3.19
